Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
441967e2-a0cd-423f-bf60-1bca51ff099d,"2020-06-13, 10:58:03 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,213.127.63.130
6923456a-971d-4798-9fce-dd1592c79e1e,"2020-06-13, 10:58:02 AM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATCEDPTKDJ3WZW7Q4E""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::210729147014:group/Reviewers""}]",,us-east-1,,213.127.63.130
6ffdb77b-2126-49d5-9830-6c5db14f566d,"2020-06-13, 10:57:21 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,213.127.63.130
b4537af2-beba-49de-ac05-ec56c99e15e4,"2020-06-13, 10:57:21 AM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATCEDPTKDMXBBFZJAI""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::210729147014:group/CloudTrailAdmins""}]",,us-east-1,,213.127.63.130
deccab6d-6ef7-4acb-ac10-14e80bf8598a,"2020-06-13, 10:57:21 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,213.127.63.130
5e623d18-8d15-4270-bb77-a6b0e85f6128,"2020-06-13, 10:54:33 AM",root,UpdateAccountPasswordPolicy,,,,us-east-1,,213.127.63.130
fe99adb5-a81f-4942-a3fb-e24821049599,"2020-06-13, 10:52:36 AM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
4c595086-d964-42ad-bc40-f158d7a3e03a,"2020-06-13, 10:52:17 AM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
7f6e36d8-7a4e-4fb2-9e7c-3b7ba85ff934,"2020-06-13, 10:52:05 AM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
16bc7d87-bf10-48b6-b5ee-6d8cc8842979,"2020-06-12, 05:43:14 PM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""terraform""}]",,us-east-1,,213.127.63.130
6c1122ed-723b-4417-b445-ce6d5bd2783e,"2020-06-12, 05:43:13 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""terraform""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",,us-east-1,,213.127.63.130
cd578027-0f74-4763-a26a-e711d92aef46,"2020-06-12, 05:43:13 PM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATCEDPTKDOIBKSFI4R""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""terraform""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::210729147014:user/terraform""}]",,us-east-1,,213.127.63.130
d4a6b8c3-dd62-4db2-b2ca-d0e5160cf606,"2020-06-12, 05:43:13 PM",root,CreateAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDJXEXL657""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""terraform""}]",,us-east-1,,213.127.63.130
4bcbd56f-45e5-43af-bafb-62572f3ba6e2,"2020-06-12, 05:41:08 PM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
2bf05f77-b31a-4f52-9c76-77766fe9f978,"2020-06-11, 01:55:36 PM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
3a64360e-6599-4bb0-80b9-78a0c8edde59,"2020-06-11, 01:55:17 PM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
a2f9e368-bdb6-4d45-ad42-2ebeb71f0ac8,"2020-06-10, 08:18:58 PM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
0f80c882-cd26-420e-9f70-fdcaf14c6d9b,"2020-06-10, 08:57:40 AM",root,DeleteBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""elasticbeanstalk-us-east-2-210729147014""}]",,us-east-2,AccessDenied,213.127.63.130
563437ed-888c-4466-a129-dfd61493429b,"2020-06-10, 08:44:28 AM",root,DeleteBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""elasticbeanstalk-us-east-2-210729147014""}]",,us-east-2,AccessDenied,213.127.63.130
738ab47a-f0d6-46e3-bda8-dd106bd31d50,"2020-06-10, 08:44:05 AM",root,DeleteBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cf-templates-2snss98gay70-us-east-2""}]",,us-east-2,,213.127.63.130
6aa061d7-f5d1-48cc-a967-6f611154ade1,"2020-06-10, 08:44:04 AM",root,DeleteBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cf-templates-2snss98gay70-us-east-2""}]",,us-east-2,BucketNotEmpty,213.127.63.130
7d7ec88f-465b-452a-bb39-97344b542c0a,"2020-06-10, 07:42:13 AM",root,ConsoleLogin,,,,us-east-1,,213.127.63.130
bc03d933-51b9-45bf-b31b-a58969ed0ebb,"2020-06-08, 08:39:36 PM",root,ConsoleLogin,,,,us-east-1,,213.127.108.166
a3a1ca41-2ef7-4ab0-bc8c-ba2c07a62c99,"2020-06-08, 08:39:13 PM",root,ConsoleLogin,,,,us-east-1,,213.127.108.166
590ae1ac-eca3-44da-b8cb-545ece4d8776,"2020-06-08, 06:41:28 PM",Jenkins2,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSClusterPolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
69763bda-3128-4f55-a8f7-96c7254a50c8,"2020-06-08, 06:41:28 PM",Jenkins2,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
3afc0790-bed5-4cb3-b6f4-bd23467ff01f,"2020-06-08, 06:31:41 PM",Jenkins2,DeleteRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyCloudWatchMetrics""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
4e5dc811-8495-41b8-bc13-48901d6c0586,"2020-06-08, 06:31:41 PM",Jenkins2,DeleteRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyNLB""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
4884968d-3d95-4f94-847c-8235ae40328e,"2020-06-08, 06:29:17 PM",Jenkins2,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
9c5ab146-aa4e-4c93-a415-a4f3fc6501fa,"2020-06-08, 06:29:16 PM",Jenkins2,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKS_CNI_Policy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
e0d43bce-7d0f-4955-8e3a-862efa613a89,"2020-06-08, 06:29:16 PM",Jenkins2,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryReadOnly""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
ebceca68-04a8-47cf-8413-624720accae1,"2020-06-08, 06:29:16 PM",Jenkins2,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSWorkerNodePolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
20440b6b-4bcf-42b4-9724-dc5836d2a6a0,"2020-06-08, 06:29:15 PM",Jenkins2,DeleteInstanceProfile,IAM InstanceProfile,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eksctl-capstone-nodegroup-standard-workers-NodeInstanceProfile-1QKXBG8T1IUBB""}]",,us-east-1,,cloudformation.amazonaws.com
c6e4dba9-5885-482b-a496-e1442ab98b2e,"2020-06-08, 06:29:15 PM",Jenkins2,RemoveRoleFromInstanceProfile,IAM InstanceProfile and 1 more,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eksctl-capstone-nodegroup-standard-workers-NodeInstanceProfile-1QKXBG8T1IUBB""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
a6dbed8a-9685-456a-9c57-0b4dbfa588c7,"2020-06-08, 02:14:16 PM",Jenkins2,AddRoleToInstanceProfile,IAM InstanceProfile and 1 more,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eksctl-capstone-nodegroup-standard-workers-NodeInstanceProfile-1QKXBG8T1IUBB""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
6a2861b6-7a4a-425a-868c-e479c3ff961b,"2020-06-08, 02:14:15 PM",Jenkins2,CreateInstanceProfile,IAM InstanceProfile,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::210729147014:instance-profile/eksctl-capstone-nodegroup-standard-workers-NodeInstanceProfile-1QKXBG8T1IUBB""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPATCEDPTKDIECMC63B4""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eksctl-capstone-nodegroup-standard-workers-NodeInstanceProfile-1QKXBG8T1IUBB""}]",,us-east-1,,cloudformation.amazonaws.com
48266ba4-35ad-458d-8bf0-96199be2697c,"2020-06-08, 02:14:00 PM",Jenkins2,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSWorkerNodePolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
6addb20f-9b6d-4752-9bac-bd4028ea66b9,"2020-06-08, 02:14:00 PM",Jenkins2,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKS_CNI_Policy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
7a0c14e9-4093-4bdb-bc30-88fe0206c2f6,"2020-06-08, 02:14:00 PM",Jenkins2,TagRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
97f6b555-3690-4731-8e34-df588e627852,"2020-06-08, 02:14:00 PM",Jenkins2,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryReadOnly""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""}]",,us-east-1,,cloudformation.amazonaws.com
91bc2977-4d89-476e-bab5-21e99ca4a1d5,"2020-06-08, 02:13:59 PM",Jenkins2,CreateRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::210729147014:role/eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-standar-NodeInstanceRole-Y159ULAF4GUU""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROATCEDPTKDKNPV2WOQH""}]",,us-east-1,,cloudformation.amazonaws.com
1ea5112b-dcd1-4873-9497-97c82d851b95,"2020-06-08, 01:57:15 PM",Jenkins2,PutRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyNLB""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
fffe9ac2-9e5a-4d6d-98f9-773cfb88ed4c,"2020-06-08, 01:57:15 PM",Jenkins2,PutRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyCloudWatchMetrics""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
428bcb5d-d4d0-49f9-b99b-9316c4588c80,"2020-06-08, 01:57:00 PM",Jenkins2,TagRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
e540b120-99c8-4c14-8caa-136db2324192,"2020-06-08, 01:57:00 PM",Jenkins2,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSClusterPolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
eb5ea92f-f105-486e-b61b-372737610985,"2020-06-08, 01:56:59 PM",Jenkins2,CreateRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-18QM860W3231A""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROATCEDPTKDMU2UC7FIA""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::210729147014:role/eksctl-capstone-cluster-ServiceRole-18QM860W3231A""}]",,us-east-1,,cloudformation.amazonaws.com
4198ce54-bd68-4a24-8fcb-f0b093f2ca02,"2020-06-08, 01:52:03 PM",root,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-3TU07C2SREGN""}]",,us-east-1,,cloudformation.amazonaws.com
fc5babef-ab58-4381-ab45-3cfa1c77531d,"2020-06-08, 01:52:03 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSClusterPolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-3TU07C2SREGN""}]",,us-east-1,,cloudformation.amazonaws.com
2f9fb811-e478-4422-9ee7-d20e5c714487,"2020-06-08, 01:42:15 PM",root,DeleteRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyCloudWatchMetrics""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-3TU07C2SREGN""}]",,us-east-1,,cloudformation.amazonaws.com
16e1783a-92ac-41f6-8bfd-d3ae63968f61,"2020-06-08, 01:42:14 PM",root,DeleteRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyNLB""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-3TU07C2SREGN""}]",,us-east-1,,cloudformation.amazonaws.com
321eac82-ffa2-4295-b5c2-907e5b60da23,"2020-06-08, 01:39:00 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-helloudacity-helloudacityRole-1L5MTT8S9JIFT""}]",,us-east-1,,cloudformation.amazonaws.com
ede4fdd1-4c3a-409d-91a4-839a6111c194,"2020-06-08, 01:39:00 PM",root,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-helloudacity-helloudacityRole-1L5MTT8S9JIFT""}]",,us-east-1,,cloudformation.amazonaws.com
137cdfb2-9901-41e2-90f5-85b0a303e585,"2020-06-08, 01:38:48 PM",root,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-udacitylambdafunct-udacitylambdafunction01R-1TWNE6MHD6NXY""}]",,us-east-1,,cloudformation.amazonaws.com
2b3728e6-5971-4afa-9611-7c8fe70ec1dd,"2020-06-08, 01:38:47 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-udacitylambdafunct-udacitylambdafunction01R-1TWNE6MHD6NXY""}]",,us-east-1,,cloudformation.amazonaws.com
022529d4-bf7c-4cf9-946e-aa0253c77a80,"2020-06-08, 01:38:24 PM",root,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-udacitywiki-udacitywikiRole-169H3KRIFEDXX""}]",,us-east-1,,cloudformation.amazonaws.com
e93f9d93-e601-4d0a-a739-71e09b49a8ed,"2020-06-08, 01:38:24 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""cloud9-udacitywiki-udacitywikiRole-169H3KRIFEDXX""}]",,us-east-1,,cloudformation.amazonaws.com
74a436c7-3fea-4971-ac5d-63c0f450e768,"2020-06-08, 01:37:53 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity1""}]",,us-east-1,NoSuchEntityException,213.127.108.166
aa1ec984-6ac0-4c98-bf81-f8b6b10af60b,"2020-06-08, 01:37:53 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDJ27WQDPD""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity1""}]",,us-east-1,,213.127.108.166
d957b5e2-da96-4fba-9e5c-5d8629f01f08,"2020-06-08, 01:37:53 PM",root,DeleteUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity1""}]",,us-east-1,,213.127.108.166
e8573c8f-2795-46d2-8659-8c29a57b1266,"2020-06-08, 01:37:53 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity1""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",,us-east-1,,213.127.108.166
788075cc-a9f4-416f-962a-aad357a7ddda,"2020-06-08, 01:32:21 PM",root,DeleteUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Jenkins""}]",,us-east-1,,213.127.108.166
f41f761d-8e53-452e-8836-57e12b88973d,"2020-06-08, 01:32:21 PM",root,DeleteUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""owread""}]",,us-east-1,,213.127.108.166
05f122f9-e2d0-4581-8482-af5e0c5840c9,"2020-06-08, 01:32:20 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""owread""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,213.127.108.166
1870e4b9-f71a-4d8a-bb07-137ba3d3c2c2,"2020-06-08, 01:32:20 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDKICKR5MN""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""owread""}]",,us-east-1,,213.127.108.166
1a192577-7ce6-4362-9b0f-6c70b4ef6a02,"2020-06-08, 01:32:20 PM",root,RemoveUserFromGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""owread""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""DevOpsC3""}]",,us-east-1,,213.127.108.166
30badc97-0fb8-41d3-acc8-e3de991df243,"2020-06-08, 01:32:20 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Jenkins""}]",,us-east-1,,213.127.108.166
3114ebb4-85aa-4d32-a887-25e040e63127,"2020-06-08, 01:32:20 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDGCS36OOP""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Jenkins""}]",,us-east-1,,213.127.108.166
5c2e1658-5b47-4e50-8366-fb8b9309afbc,"2020-06-08, 01:32:20 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""owuser""}]",,us-east-1,,213.127.108.166
6683baf8-fa9e-40ae-8678-11af616d0557,"2020-06-08, 01:32:20 PM",root,RemoveUserFromGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Jenkins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Jenkins""}]",,us-east-1,,213.127.108.166
a5751dea-b0d7-4ded-93b5-348d2c598b16,"2020-06-08, 01:32:20 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDDPCGLMGY""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Jenkins""}]",,us-east-1,,213.127.108.166
afcdf0b7-b82a-4060-a234-935c6ff19628,"2020-06-08, 01:32:20 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATCEDPTKDPSKPWZXS""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""owuser""}]",,us-east-1,,213.127.108.166
c5b2fdd3-ec6e-490b-84f8-2654eb6ceaa9,"2020-06-08, 01:32:20 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""owread""}]",,us-east-1,,213.127.108.166
